high arousal,low arousal,medium arousal,medium dominance,low dominance,high dominance,high valence,low valence,medium valence,examples,hedges,self references
,,clang,planetarium,,,,,imitation,,,
,,clapper,planetary,,,,,immaterial,,,
,,clasp,playmate,,,,,immediate,,,
,,class,pony,,,,,immense,,,
,,classic,ponytail,,,,,immigrant,,,
,,classic rock,popsicle,,,,,immigration,,,
,,classification,porch,,,,,imminent,,,
,,classified,porcupine,,,,,immorality,,,
,,classify,possibility,,,,,immortal,,,
,,classmate,possible,,,,,immortality,,,
,,classroom,potluck,,,,,immunity,,,
,,clatter,precious,,,,,impact,,,
,,clause,prefect,,,,,impart,,,
,,clavicle,presentable,,,,,impartial,,,
,,claw,preservation,,,,,impeccable,,,
,,clay,profound,,,,,impede,,,
,,cleat,promote,,,,,impediment,,,
,,cleaver,prose,,,,,impenetrable,,,
,,cleft,protect,,,,,imperative,,,
,,clerk,protected,,,,,imperfect,,,
,,clicker,provide,,,,,imperial,,,
,,clientele,pudding,,,,,imperialist,,,
,,climate,pulse,,,,,impersonal,,,
,,climb,pumpkin,,,,,impersonate,,,
,,climber,punctuality,,,,,impersonation,,,
,,clinch,puzzle,,,,,impersonator,,,
,,cling,queen,,,,,impertinence,,,
,,clinical,question,,,,,impertinent,,,
,,clink,quirky,,,,,impervious,,,
,,clipper,rabbit,,,,,impetuous,,,
,,clipping,radiate,,,,,implant,,,
,,clique,rainbow,,,,,implement,,,
,,cloak,rainbow trout,,,,,implicate,,,
,,cloaking,rainforest,,,,,implication,,,
,,clobber,raise,,,,,implore,,,
,,clock,rarity,,,,,imply,,,
,,clockwork,read,,,,,import,,,
,,clone,ready,,,,,impose,,,
,,cloning,real,,,,,impregnable,,,
,,close,realization,,,,,impregnate,,,
,,closet,reassure,,,,,impress,,,
,,clothe,rebuild,,,,,impression,,,
,,clothesline,recess,,,,,impressionable,,,
,,cloudy,reciprocate,,,,,imprint,,,
,,clout,reconcile,,,,,improbable,,,
,,clove,reconnect,,,,,impromptu,,,
,,clown,recover,,,,,impropriety,,,
,,cluck,redhead,,,,,improve,,,
,,clue,redheaded,,,,,improvisation,,,
,,clumsy,reindeer,,,,,improvise,,,
,,clunk,relationship,,,,,impudence,,,
,,cluster,relief,,,,,impudent,,,
,,clutch,remarkable,,,,,impulse,,,
,,coach,reminisce,,,,,impulsive,,,
,,coalition,reproduction,,,,,inaccessible,,,
,,coarse,reputable,,,,,inactive,,,
,,coast,rescue,,,,,inalienable,,,
,,coastal,resort,,,,,inane,,,
,,coaster,restaurant,,,,,inanimate,,,
,,coating,resurrect,,,,,inaugural,,,
,,coax,retirement,,,,,inbound,,,
,,cobalt,reunion,,,,,incantation,,,
,,cockamamie,revenue,,,,,incarnate,,,
,,cockeyed,revival,,,,,incense,,,
,,cockpit,revive,,,,,inception,,,
,,cod,revolve,,,,,inch,,,
,,codeine,rhapsody,,,,,incident,,,
,,coding,rhubarb,,,,,incidental,,,
,,coed,rhyme,,,,,incite,,,
,,coexist,ribbon,,,,,inclination,,,
,,coffee table,ring,,,,,inclined,,,
,,coffeepot,river,,,,,incoherent,,,
,,cog,riverbank,,,,,income,,,
,,cognac,rubdown,,,,,incoming,,,
,,coil,ruby,,,,,incomparable,,,
,,coincide,sacred,,,,,inconceivable,,,
,,coincidence,saga,,,,,inconclusive,,,
,,coincidental,saint,,,,,inconspicuous,,,
,,cola,salad,,,,,incorporate,,,
,,cold,salary,,,,,incorrigible,,,
,,coleslaw,salmon,,,,,increase,,,
,,coliseum,salvation,,,,,incubation,,,
,,collaborate,sandwich,,,,,incubator,,,
,,collaboration,sane,,,,,incumbent,,,
,,collaborator,sapphire,,,,,incur,,,
,,collage,sauce,,,,,indecent,,,
,,collagen,savior,,,,,indecision,,,
,,collar,scent,,,,,indefinite,,,
,,collateral,scented,,,,,indescribable,,,
,,colleague,scintillating,,,,,indestructible,,,
,,collection,scrumptious,,,,,indicate,,,
,,collector,sculpture,,,,,indication,,,
,,collegiate,seafood,,,,,indicative,,,
,,cologne,seaside,,,,,indicator,,,
,,colon,seasonal,,,,,indictment,,,
,,colonel,security,,,,,indie,,,
,,colonic,seed,,,,,indifference,,,
,,colony,seesaw,,,,,indifferent,,,
,,coloring,sensible,,,,,indigenous,,,
,,colossal,sheepdog,,,,,indigent,,,
,,com,shimmering,,,,,indignation,,,
,,combination,shortcake,,,,,indiscreet,,,
,,combine,shrimp,,,,,indiscretion,,,
,,combo,significant,,,,,indisposed,,,
,,come,silk,,,,,indistinct,,,
,,comeback,silky,,,,,individual,,,
,,command,singer,,,,,indivisible,,,
,,commandant,sirloin,,,,,indoor,,,
,,commandeer,sister,,,,,induce,,,
,,commander,skate,,,,,induction,,,
,,commandment,skylight,,,,,indulge,,,
,,commemorative,sleep,,,,,indulgence,,,
,,commence,slim,,,,,indulgent,,,
,,commendation,Smirnoff,,,,,industrial,,,
,,comment,smoothie,,,,,industrialist,,,
,,commentary,snack,,,,,industry,,,
,,commentator,snooze,,,,,ineffectual,,,
,,commerce,snow,,,,,inefficient,,,
,,commercial,snowball,,,,,inept,,,
,,commie,snowfall,,,,,inertia,,,
,,commissary,snowflake,,,,,inevitable,,,
,,commission,snowman,,,,,inexplicable,,,
,,commit,snowy,,,,,infallible,,,
,,commitment,soda/pop,,,,,infamous,,,
,,committee,softness,,,,,infamy,,,
,,commodity,software,,,,,infantile,,,
,,commotion,soiree,,,,,infatuated,,,
,,commune,solace,,,,,infatuation,,,
,,communicate,son,,,,,infer,,,
,,communicator,sound,,,,,infernal,,,
,,communion,soy sauce,,,,,infidel,,,
,,community,space,,,,,infield,,,
,,commuter,spaghetti,,,,,infiltrate,,,
,,comp,sparkle,,,,,infinite,,,
,,compact,sparrow,,,,,inflatable,,,
,,comparable,spice,,,,,inflate,,,
,,comparative,spiffy,,,,,inflated,,,
,,compare,spiral,,,,,influence,,,
,,compartment,splash,,,,,influential,,,
,,compatible,splendor,,,,,info,,,
,,compel,sports car,,,,,inform,,,
,,compete,springtime,,,,,informal,,,
,,competence,sprinkle,,,,,informant,,,
,,competent,Sprite,,,,,information,,,
,,compile,stardust,,,,,informative,,,
,,complacent,starfish,,,,,informer,,,
,,complex,starlight,,,,,infraction,,,
,,complexion,starry,,,,,infrared,,,
,,complicity,start,,,,,infrastructure,,,
,,component,steakhouse,,,,,infuser,,,
,,compose,story,,,,,ingenious,,,
,,composite,storyteller,,,,,ingest,,,
,,composition,strawberry,,,,,ingredient,,,
,,compound,stream,,,,,inhabit,,,
,,comprehension,strengthen,,,,,inhabitant,,,
,,compress,summerhouse,,,,,inhalation,,,
,,compressed,sun,,,,,inhale,,,
,,compression,sundae,,,,,inhaler,,,
,,compressor,sunglasses,,,,,inherent,,,
,,compromise,sunlight,,,,,inhibition,,,
,,compulsion,sunrise,,,,,inhibitor,,,
,,compulsive,sunset,,,,,iniquity,,,
,,compulsory,superior,,,,,initial,,,
,,compute,supermarket,,,,,initiate,,,
,,computing,supper,,,,,initiation,,,
,,conceal,surroundings,,,,,injunction,,,
,,concealment,sweet,,,,,ink,,,
,,conceivable,sweetie,,,,,inkling,,,
,,conceive,sweetness,,,,,inlet,,,
,,concentration,swirl,,,,,inn,,,
,,concern,sycamore,,,,,innate,,,
,,concerned,symbolic,,,,,inner,,,
,,concession,symbolism,,,,,innermost,,,
,,conch,symphony,,,,,inning,,,
,,concierge,tangerine,,,,,innkeeper,,,
,,conclusion,teach,,,,,innocuous,,,
,,conclusive,teacup,,,,,innuendo,,,
,,concoction,technique,,,,,input,,,
,,concourse,telescope,,,,,inquire,,,
,,concrete,teriyaki,,,,,inquiry,,,
,,concur,thoroughbred,,,,,inquisitive,,,
,,condensed,thousand,,,,,inquisitor,,,
,,condition,tip,,,,,insatiable,,,
,,conditioning,tolerance,,,,,inscription,,,
,,condone,touchdown,,,,,inscrutable,,,
,,condor,toy,,,,,insect,,,
,,conducive,train,,,,,insecticide,,,
,,conduct,traveler,,,,,inseparable,,,
,,conductor,tremendous,,,,,insert,,,
,,conduit,tribute,,,,,insertion,,,
,,cone,triumphant,,,,,insider,,,
,,confederacy,tropic,,,,,insightful,,,
,,confederate,tropical,,,,,insignia,,,
,,confess,truffle,,,,,insinuate,,,
,,confession,tulip,,,,,insipid,,,
,,confessional,tune,,,,,insist,,,
,,confide,turquoise,,,,,insistence,,,
,,confidential,uncle,,,,,insistent,,,
,,confidentiality,unconditional,,,,,inspect,,,
,,configuration,unified,,,,,inspection,,,
,,confinement,universal,,,,,inspector,,,
,,confirm,university,,,,,install,,,
,,confirmation,upcoming,,,,,installation,,,
,,conform,validate,,,,,installment,,,
,,confound,valuable,,,,,instant,,,
,,confounded,vanilla,,,,,instantaneous,,,
,,confuse,vegetable,,,,,instinct,,,
,,conga,veteran,,,,,instinctive,,,
,,congenital,veterinarian,,,,,institute,,,
,,conglomerate,video,,,,,institution,,,
,,congratulate,vintage,,,,,instruct,,,
,,congressional,violin,,,,,instruction,,,
,,conjecture,violinist,,,,,instructive,,,
,,conjugal,visionary,,,,,instructor,,,
,,conjunction,visit,,,,,insufferable,,,
,,conjure,vow,,,,,insulation,,,
,,conk,wake,,,,,insulin,,,
,,connection,water,,,,,insure,,,
,,connoisseur,waterfall,,,,,intact,,,
,,conscience,waterfront,,,,,intake,,,
,,conscious,wear,,,,,intangible,,,
,,consecrated,website,,,,,integral,,,
,,consenting,wed,,,,,integrate,,,
,,consequence,weeping willow,,,,,integration,,,
,,conservatory,whimsical,,,,,integrity,,,
,,conserve,wife,,,,,intend,,,
,,considerable,wilderness,,,,,intense,,,
,,consignment,wink,,,,,intensity,,,
,,consolation,wishful,,,,,intensive,,,
,,consolidate,wizard,,,,,intent,,,
,,consolidated,woman,,,,,intention,,,
,,consort,woo,,,,,intentional,,,
,,conspicuous,workshop,,,,,interact,,,
,,conspire,world,,,,,interaction,,,
,,constellation,write,,,,,interactive,,,
,,constitution,writer,,,,,intercede,,,
,,constitutional,yogurt,,,,,intercept,,,
,,construct,youth,,,,,interception,,,
,,construction,zebra,,,,,interchangeable,,,
,,constructive,abdomen,,,,,intercom,,,
,,consul,abdominal,,,,,interface,,,
,,consult,abject,,,,,interfere,,,
,,consultation,abolish,,,,,interference,,,
,,consume,abreast,,,,,intergalactic,,,
,,consumer,absolute,,,,,interim,,,
,,consummate,absolve,,,,,interior,,,
,,consumption,absorb,,,,,interject,,,
,,contact,abstract,,,,,interlude,,,
,,container,absurd,,,,,intermediate,,,
,,contemporary,absurdity,,,,,intermission,,,
,,contend,academy,,,,,intermittent,,,
,,contender,accelerant,,,,,intern,,,
,,contention,accessory,,,,,internal,,,
,,contents,acclaim,,,,,international,,,
,,contest,accompany,,,,,internship,,,
,,contestant,accomplice,,,,,interoffice,,,
,,continental,account,,,,,interpret,,,
,,contingent,accountable,,,,,interpretation,,,
,,continuance,accountant,,,,,interpreter,,,
,,continuation,accounting,,,,,interpretive,,,
,,continuum,acetylene,,,,,interruption,,,
,,contraception,acorn,,,,,intersection,,,
,,contract,acquisition,,,,,interstate,,,
,,contractor,acquit,,,,,interstellar,,,
,,contradiction,acquittal,,,,,interval,,,
,,contraption,acreage,,,,,intervene,,,
,,contrary,acrobat,,,,,intervention,,,
,,contrast,acrylic,,,,,interview,,,
,,contribute,act,,,,,interviewer,,,
,,contrition,actor,,,,,intimidation,,,
,,control,acupuncture,,,,,intoxicating,,,
,,controller,acute,,,,,intracranial,,,
,,convene,ad,,,,,intravenous,,,
,,convent,adage,,,,,intrepid,,,
,,convention,adapt,,,,,intricate,,,
,,conventional,adaptation,,,,,intrigue,,,
,,converge,additional,,,,,intro,,,
,,conversational,adjective,,,,,introduce,,,
,,conversationalist,adjoining,,,,,introduction,,,
,,converse,adjuster,,,,,intubation,,,
,,conversion,adjustment,,,,,intuitive,,,
,,convert,admin,,,,,invaluable,,,
,,convey,administrator,,,,,inventive,,,
,,conviction,admiral,,,,,inventor,,,
,,convince,admiralty,,,,,inventory,,,
,,convincing,admission,,,,,inverted,,,
,,convoy,admit,,,,,invest,,,
,,coo,admittance,,,,,investigate,,,
,,coolant,ado,,,,,investigation,,,
,,cooler,adobe,,,,,investigative,,,
,,coon,adolescence,,,,,investigator,,,
,,coordinate,adoptive,,,,,investment,,,
,,coordination,adrenalin,,,,,investor,,,
,,coordinator,adulthood,,,,,invincible,,,
,,cop,advance,,,,,invisibility,,,
,,copacetic,adversary,,,,,invisible,,,
,,cope,adversity,,,,,invite,,,
,,copilot,advertise,,,,,invoice,,,
,,copper,advertisement,,,,,invoke,,,
,,copter,advisable,,,,,involuntary,,,
,,cord,advisement,,,,,involve,,,
,,corduroy,aerial,,,,,involvement,,,
,,cork,aerobics,,,,,invulnerable,,,
,,corkscrew,aerodynamic,,,,,iodine,,,
,,corn,aerospace,,,,,ion,,,
,,corned,affiliation,,,,,iota,,,
,,corner,affront,,,,,iron,,,
,,cornerstone,afloat,,,,,ironclad,,,
,,cornfield,aforementioned,,,,,ironic,,,
,,coronation,afterlife,,,,,irony,,,
,,corporal,aftershave,,,,,irregular,,,
,,corporate,age,,,,,irregularity,,,
,,corporation,agenda,,,,,irreparable,,,
,,corporeal,agent,,,,,irreplaceable,,,
,,corps,agile,,,,,irrigate,,,
,,corpsman,aglow,,,,,irrigation,,,
,,corral,agricultural,,,,,isle,,,
,,correction,ahoy,,,,,isolate,,,
,,correctional,aid,,,,,isotope,,,
,,corrective,airbag,,,,,issue,,,
,,correspond,airborne,,,,,item,,,
,,correspondent,aircraft,,,,,itinerary,,,
,,corresponding,aircraft carrier,,,,,ivory,,,
,,corridor,airfield,,,,,jab,,,
,,corroborate,airline,,,,,jabber,,,
,,corsage,airliner,,,,,Jack Daniels,,,
,,cortex,airlock,,,,,jackal,,,
,,cortisone,airship,,,,,jackass,,,
,,cosmetic,airspace,,,,,jacket,,,
,,cosmopolitan,airspeed,,,,,jackhammer,,,
,,cost,airstrip,,,,,jackrabbit,,,
,,costume,aka,,,,,jade,,,
,,council,alabaster,,,,,jagged,,,
,,counseling,alcove,,,,,jaguar,,,
,,counselor,ale,,,,,jalopy,,,
,,countenance,alfalfa,,,,,jam,,,
,,counteract,algebra,,,,,jamboree,,,
,,counterpart,alias,,,,,jammer,,,
,,counterpoint,alibi,,,,,janitor,,,
,,countess,alight,,,,,janitorial,,,
,,countless,align,,,,,jar,,,
,,country,allegro,,,,,jargon,,,
,,county,alleviate,,,,,jarhead,,,
,,coup,alley,,,,,java,,,
,,coupe,alliance,,,,,javelin,,,
,,coupling,allied,,,,,jaw,,,
,,coupon,alloy,,,,,jawbone,,,
,,courier,almighty,,,,,jaws,,,
,,courthouse,alone,,,,,jean,,,
,,courtside,alpine,,,,,jeans,,,
,,courtyard,altar,,,,,jeep,,,
,,coven,alter,,,,,jelly,,,
,,covenant,alternate,,,,,jellyfish,,,
,,cover,alternating,,,,,jeopardy,,,
,,covert,altimeter,,,,,jerky,,,
,,covet,altitude,,,,,jest,,,
,,coveted,aluminum,,,,,jester,,,
,,cowboy,amaretto,,,,,jeweler,,,
,,cowhand,amateur,,,,,jib,,,
,,coworker,ambiguous,,,,,jiff,,,
,,coy,ambrosia,,,,,jiffy,,,
,,crab,amendment,,,,,jig,,,
,,cracker,amino,,,,,jiggle,,,
,,cradle,ammonium,,,,,jigsaw,,,
,,crafty,amnesty,,,,,jingle,,,
,,cram,amorous,,,,,jive,,,
,,cranberry juice,amount,,,,,job,,,
,,cranial,amp,,,,,jockey,,,
,,cranium,amphibian,,,,,jog,,,
,,crank,amulet,,,,,jogger,,,
,,cranny,anagram,,,,,join,,,
,,crater,anal,,,,,joint,,,
,,crave,analogy,,,,,joker,,,
,,crawl,analysis,,,,,jolt,,,
,,creak,analyze,,,,,jot,,,
,,creaking,analyzer,,,,,jour,,,
,,creamed,anatomy,,,,,journal,,,
,,crease,anchor,,,,,journalism,,,
,,creature,anchorage,,,,,journalist,,,
,,credence,android,,,,,journalistic,,,
,,credit,anecdote,,,,,joust,,,
,,credit card,angiogram,,,,,joyride,,,
,,creed,anklet,,,,,judge,,,
,,crescendo,annex,,,,,judgment,,,
,,crescent,announce,,,,,judicial,,,
,,crest,announcement,,,,,judo,,,
,,cretin,annual,,,,,jug,,,
,,crevice,annul,,,,,juggle,,,
,,crew,anointed,,,,,juggler,,,
,,crimp,anomaly,,,,,jugular,,,
,,crimson,anonymous,,,,,juicer,,,
,,crisp,answer,,,,,juju,,,
,,crispy,antagonistic,,,,,juke,,,
,,critic,antelope,,,,,jumbo,,,
,,critical,anterior,,,,,jump rope,,,
,,critique,anthill,,,,,jumper,,,
,,critter,anthropological,,,,,jumpsuit,,,
,,croc,anti,,,,,jumpy,,,
,,crock,antiaircraft,,,,,junction,,,
,,croquet,antibiotic,,,,,juncture,,,
,,cross country,antibiotics,,,,,jungle,,,
,,crossover,antics,,,,,junior,,,
,,crosswalk,antiquated,,,,,juniper,,,
,,crotch,anvil,,,,,junket,,,
,,crouch,anytime,,,,,junkyard,,,
,,crow,aorta,,,,,jurisdiction,,,
,,crowbar,aortic,,,,,juror,,,
,,crown,apache,,,,,jury,,,
,,crucial,apartment,,,,,justifiable,,,
,,crucifix,ape,,,,,justification,,,
,,crud,apex,,,,,justify,,,
,,crumble,apology,,,,,kale,,,
,,crummy,apostle,,,,,kappa,,,
,,crunch,apothecary,,,,,kaput,,,
,,crunchy,apparatus,,,,,karaoke,,,
,,crusader,apparition,,,,,karate,,,
,,crusher,appeal,,,,,karma,,,
,,crust,appearance,,,,,karmic,,,
,,cubby,appease,,,,,kayak,,,
,,cuckoo,appendage,,,,,kazoo,,,
,,cue,applejack,,,,,kebab,,,
,,cuff,applicant,,,,,keel,,,
,,culinary,application,,,,,keep,,,
,,culmination,appoint,,,,,keeper,,,
,,cultivate,appraisal,,,,,keg,,,
,,culture,apprehension,,,,,kelp,,,
,,cultured,apprentice,,,,,kennel,,,
,,cunning,approach,,,,,kerchief,,,
,,cupboard,appropriate,,,,,kernel,,,
,,curb,approximate,,,,,kerosene,,,
,,curd,apricot,,,,,ketchup,,,
,,curfew,apt,,,,,kettle,,,
,,curling,aptitude,,,,,key,,,
,,currency,arbitrary,,,,,keyboard,,,
,,curriculum,arcane,,,,,keyhole,,,
,,curtain,archaeological,,,,,keynote,,,
,,curve,archaeologist,,,,,keypad,,,
,,curved,archaeology,,,,,keyword,,,
,,cushy,archaic,,,,,khaki,,,
,,custard,archbishop,,,,,kibble,,,
,,custodial,archduke,,,,,kick,,,
,,custody,archery,,,,,kickboxing,,,
,,custom,architectural,,,,,kicker,,,
,,customary,architecture,,,,,kickoff,,,
,,customer,archive,,,,,kiddo,,,
,,cut,arctic,,,,,kidney,,,
,,cutlass,ardent,,,,,killjoy,,,
,,cutter,arena,,,,,kilo,,,
,,cutting board,arise,,,,,kilometer,,,
,,cyberspace,aristocracy,,,,,kilt,,,
,,cycle,aristocrat,,,,,kimono,,,
,,czar,arithmetic,,,,,kin,,,
,,daily,ark,,,,,kindling,,,
,,daiquiri,arm,,,,,kinesiology,,,
,,dairy,armament,,,,,kinetic,,,
,,dam,armored,,,,,king,,,
,,dame,armory,,,,,kingpin,,,
,,damn,armpit,,,,,kink,,,
,,damper,army,,,,,kinky,,,
,,damsel,arraignment,,,,,kiosk,,,
,,dangle,array,,,,,kit,,,
,,daresay,arrhythmia,,,,,kitchen,,,
,,dark,arrow,,,,,kiwi,,,
,,darken,artery,,,,,klutz,,,
,,darkness,artichoke,,,,,knack,,,
,,darkroom,article,,,,,knapsack,,,
,,dart,artifact,,,,,knee,,,
,,dash,artificial,,,,,kneecap,,,
,,database,artillery,,,,,kneel,,,
,,daycare,ascend,,,,,knick,,,
,,daze,ascending,,,,,knickers,,,
,,deacon,asinine,,,,,knife,,,
,,deactivate,aspect,,,,,knighthood,,,
,,deal,aspiration,,,,,knit,,,
,,debacle,aspirin,,,,,knob,,,
,,debate,assembly,,,,,knock,,,
,,debrief,assert,,,,,knockout,,,
,,debriefing,assess,,,,,knoll,,,
,,debris,assign,,,,,knot,,,
,,debut,assignment,,,,,knuckle,,,
,,debutante,assimilate,,,,,knucklehead,,,
,,decade,assorted,,,,,kook,,,
,,decadence,assortment,,,,,kosher,,,
,,decadent,assumption,,,,,kraut,,,
,,decathlon,astound,,,,,kryptonite,,,
,,decency,astrology,,,,,kumquat,,,
,,decent,astronomy,,,,,lab,,,
,,decimal,atheist,,,,,label,,,
,,decipher,athlete,,,,,labor,,,
,,decision,atmosphere,,,,,laboratory,,,
,,declaration,atmospheric,,,,,laborer,,,
,,declare,atoll,,,,,labyrinth,,,
,,deco,atom,,,,,lackey,,,
,,decode,atone,,,,,lacquer,,,
,,decoder,atrium,,,,,lacrosse,,,
,,decompress,attach,,,,,lactose,,,
,,decontamination,attempt,,,,,lad,,,
,,decor,attendance,,,,,ladder,,,
,,decorate,attic,,,,,laddie,,,
,,decoy,attire,,,,,ladle,,,
,,decree,attitude,,,,,ladylike,,,
,,decryption,attribute,,,,,ladyship,,,
,,deduct,auburn,,,,,lag,,,
,,deductible,auction,,,,,lager,,,
,,deejay,auctioneer,,,,,lagoon,,,
,,deep,audacious,,,,,lair,,,
,,default,audacity,,,,,lamb,,,
,,defector,audience,,,,,lament,,,
,,defend,audition,,,,,lamp,,,
,,defendant,auditorium,,,,,lamppost,,,
,,defender,auditory,,,,,lance,,,
,,defensive,auntie,,,,,lancer,,,
,,define,auspicious,,,,,landfall,,,
,,definite,authenticate,,,,,landing,,,
,,definitive,authorization,,,,,landlady,,,
,,deflect,auto,,,,,landmark,,,
,,defrost,autobiographical,,,,,landslide,,,
,,defuse,autograph,,,,,lane,,,
,,degree,automated,,,,,lanky,,,
,,delegate,automatic,,,,,lantern,,,
,,delegation,automobile,,,,,lap,,,
,,delete,automotive,,,,,lapel,,,
,,deli,auxiliary,,,,,lapse,,,
,,deliberate,avail,,,,,large,,,
,,deliberation,availability,,,,,lark,,,
,,deliver,avert,,,,,larynx,,,
,,deliverance,aviation,,,,,laser,,,
,,delivery,avid,,,,,lash,,,
,,delta,avocado,,,,,lass,,,
,,deluge,avoid,,,,,lasso,,,
,,demo,awaken,,,,,latch,,,
,,democracy,awed,,,,,latent,,,
,,democratic,axis,,,,,lateral,,,
,,demographic,babble,,,,,latex,,,
,,demonstrate,babysit,,,,,lather,,,
,,demonstration,Bacardi,,,,,latitude,,,
,,demure,bachelor,,,,,latrine,,,
,,deniability,bachelorette,,,,,laughable,,,
,,denim,backboard,,,,,launcher,,,
,,denominator,backdoor,,,,,launder,,,
,,denounce,backer,,,,,laundering,,,
,,dense,background,,,,,laundry,,,
,,density,backroom,,,,,lava,,,
,,dental,backside,,,,,lavatory,,,
,,dentist,backup,,,,,law,,,
,,deodorant,backwater,,,,,lawful,,,
,,depart,badge,,,,,lawman,,,
,,departmental,badger,,,,,lawn,,,
,,departure,bag,,,,,lawnmower,,,
,,depend,bagel,,,,,lawyer,,,
,,dependent,baggage,,,,,lax,,,
,,depict,baggie,,,,,lay,,,
,,deplorable,baggy,,,,,layaway,,,
,,deploy,bailiff,,,,,layer,,,
,,depose,bait,,,,,layman,,,
,,deposit,balcony,,,,,layout,,,
,,depository,ball,,,,,laziness,,,
,,depth,ballast,,,,,lead,,,
,,deputy,ballistic,,,,,leaded,,,
,,derail,ballot,,,,,leader,,,
,,derivative,ballpark,,,,,leadership,,,
,,dermatologist,ballroom,,,,,leaf,,,
,,descendant,balm,,,,,leafy,,,
,,descent,balmy,,,,,league,,,
,,description,bam,,,,,leak,,,
,,descriptive,bandstand,,,,,leaky,,,
,,desert,bandwagon,,,,,leap,,,
,,desertion,bandwidth,,,,,lease,,,
,,designate,banger,,,,,leash,,,
,,designated,banish,,,,,leather,,,
,,designer,bank,,,,,leave,,,
,,desist,banker,,,,,lecture,,,
,,desperado,banking,,,,,lecturer,,,
,,despondent,bankroll,,,,,ledge,,,
,,detachment,banner,,,,,ledger,,,
,,detail,banquet,,,,,leeway,,,
,,detailed,banter,,,,,leftover,,,
,,detect,banzai,,,,,leftovers,,,
,,detection,bar,,,,,lefty,,,
,,detective,barbie doll,,,,,leg,,,
,,detector,bare,,,,,legal,,,
,,deter,baritone,,,,,legion,,,
,,determine,bark,,,,,legitimacy,,,
,,deterrent,barkeep,,,,,legitimate,,,
,,detour,barley,,,,,lego,,,
,,deuce,barmaid,,,,,legwork,,,
,,develop,barman,,,,,lend,,,
,,developer,barn,,,,,length,,,
,,development,baron,,,,,lengthy,,,
,,deviate,baroness,,,,,leniency,,,
,,deviation,barrage,,,,,lenient,,,
,,device,barrel,,,,,lens,,,
,,devise,barricade,,,,,leotard,,,
,,devote,barrier,,,,,leprechaun,,,
,,devotion,barroom,,,,,lesbian,,,
,,devout,baseball bat,,,,,lessen,,,
,,diagnose,baseman,,,,,lesson,,,
,,diagnosis,basement,,,,,let,,,
,,diagnostic,bashful,,,,,letter,,,
,,diagram,basketball,,,,,letterhead,,,
,,dial,bass,,,,,lettering,,,
,,dialect,bat,,,,,lettuce,,,
,,diameter,bathhouse,,,,,levee,,,
,,diaphragm,bathtub,,,,,level,,,
,,diary,baton,,,,,lever,,,
,,dibs,battalion,,,,,leverage,,,
,,dice,batter,,,,,levitate,,,
,,dicey,battery,,,,,liable,,,
,,diction,battleship,,,,,liaison,,,
,,diesel,bauble,,,,,liberate,,,
,,diet,bayonet,,,,,library,,,
,,different,bayou,,,,,license,,,
,,differential,be,,,,,licorice,,,
,,diffuse,beacon,,,,,lid,,,
,,dig,beady,,,,,liege,,,
,,digestion,beaker,,,,,lieutenant,,,
,,digestive,beanie,,,,,lifeboat,,,
,,digital,bearable,,,,,lifelike,,,
,,dignify,bearer,,,,,lifeline,,,
,,dike,bearskin,,,,,lifestyle,,,
,,dilation,beatnik,,,,,lift,,,
,,dildo,beaver,,,,,liftoff,,,
,,diligence,bebop,,,,,ligament,,,
,,diligent,bedding,,,,,ligature,,,
,,dime,beefsteak,,,,,light year,,,
,,dimension,beep,,,,,lightbulb,,,
,,dimensional,beer,,,,,lighten,,,
,,diminish,beeswax,,,,,lightheaded,,,
,,diminutive,beetle,,,,,lighthouse,,,
,,dinghy,befall,,,,,lightning,,,
,,dingo,beginner,,,,,lightweight,,,
,,dinky,begrudge,,,,,likelihood,,,
